Date,Review,Rate
2022-04-22,Ok for putting bets on but leave the slots alone they are all rigged on Low payouts.,2
2022-04-22,"If you value trust honesty and professional behaviour then PLEASE read what I’m about to say about Hills. I’ve been a loyal customer with Hills for many years,spending a fair amount of money.Today is the very last time I go near Hills ever again.I placed a football bet only £10 both teams to score.One selection came in 1-1 then I sat and waited for my final selection it was 1 -0 with 47 mins left to play.The away team scored 1-1 Nice I thought .Sure enough I’d won my bet,hills ticked both boxes and put the winnings into my account £48.89 not a huge amount I know but enough for me. Then later I went back on line to look at the next days racing odds and there in my account 0.00I got in touch to ask what was going on,the horrible person said they had made a mistake by settling the game as btts .They we’re correct it was their error the other game finished 1- nil.So what I can hear you asking It was their mistake surely some courtesy and professional ethics would be to honour their mistake and payout.No way they said they had every right to claim it back.So there you have it,that’s Hills attitude to loyal customers Take heed of this Stay we’ll clear of these horrible people go to Bet365 anywhere but Hills. Scumbags the lot of them.",1
2022-04-22,Awesome site never had any problems always a joy to play withdrawals fast and easy,5
2022-04-21,"Appalling disregard for customers.They renege on paying out on bets, trying to use the small print and suspended my account when I started to get some bigger wins. They don’t mind taking the money from us though, I’d avoid however good their marketing is!!",1
2022-04-21,The staff in the shop are credit to William Hill for the manager down to the people to take your bets and your predictions I would not only recommend this shop to anybody who likes to do lottery horses greyhounds or any other type of wager in this is the place to go for not only help tips from Great staff,5
2022-04-21,"I can't withdraw the funds because it's impossible to verify my account! A year ago, I sent them all the required documents, but they constantly asked for something new and then stopped responding at all! A couple of months I again sent the required documents and again this hell continues! I've been waiting a week for their last reply! And they again requested for the third time!!!!!! what I already sent them!I would like to say this is outrageous! Intend to complain to IBAS, I'm not dropping this..",1
2022-04-20,"I have used William Hill for 15 years. Mainly in store.Being pushed online for a number of benefits has helped, but when I compare the user experience to other sites, there is a lot of room to improve.My review would be higher, but the withdrawal process is much slower than the other companies in this space",3
2022-04-20,"All these one star reviews are absolutely comical. Just because you lost to the house, does not mean they are bad company. The house ALWAYS wins, why the fook are you surprised and writing 1 star reviews? Its called ""gambling"" for a reason, you gamble your money on making more money! If anyone gambles in order to try make a profit, they are in a seriously bad patch. Gambling is not about making money, but about enjoy your time. If I want to play a game, I have to pay X amount for it, why is this any different? I have lost money gambling, but equally, I have won money gambling. Overall, the house will always be in profit, but you should be entering a game with the thought of enjoying yourself and if you make money, thats the BONUS. I enjoy table games, roulette, blackjack etc. I know the house has an advantage, I know I will probably lose my deposit, but I play within my limits and ENJOY the games I play. WilliamHill have been one of the best sites I use, their promos are great, Ive won £35 from them for nothing, I've then taken that £35 and turned it into £120 to ""lose"" it all, but I spent 2 full evenings filled with gaming that I thoroughly enjoyed. If you keep losing, why on earth are you continuing to put money into it? You are a gambling degenerate and WilliamHill have ZERO responsibility for your losses, no need to bombard their reviews with 1 stars. People are in complete denial of their gambling addiction it honestly comes across as comical at times. Always enter a deposit KNOWING you are going to lose it all, deposit in the hopes of having FUN not making money. You are all a bunch of donuts if you think you can make consistent profit from gambling (excluding poker as this is probably the only way to make consistent profit)ALSO: if you believe they manipulate pay outs based upon you setting a deposit limit, you are seriously deluded. If you believe UKGC are also paid off to keep hush, you are more than just deluded. UKGC are there to help us, not hinder us. Do you seriously think they would accept ""back handers"" to keep a small number of gambling providers happy? Comical.",4
2022-04-19,"Stay away from them like the plague, they draw you in with the free spins and all the sporting promotions but when you delete the app or your account, they bombard you with emails trying to lure you back in!The slots are terrible & out of all online gambling sites that I have tried… this is by far the worst and will not be using them again.",1
2022-04-18,"Have been trying to verify my account since 24/03/22 to withdraw winnings. I’ve been going round in circles and have been asked to submit my documents on 6 separate occasions. Despite doing this every time they ask, I get no further and have to constantly repeat myself on live chat. Absolutely despicable incompetence and genuine robbery of the funds they’re holding on to.",1
2022-04-18,The only reason I put one is because I can't put 0. these have got to be the worse bookies there is I've had a issue finding bets I've not placed on my account I reported this 4 weeks ago they froze my account then started saying we've sent you emails which they haven't I contacted the support team and thats a laugh loads of times and they're not helpful at all just lie after lie so I can't get my funds and in no mans land.I saw reviews on here and didn't take notice don't make the same mistake,1
2022-04-16,"This is the worst sports app I have  ever used, bet50 get 50 is total crap, app doesn't work, drove to sports book to initialize and kept saying try later....wasted an hour of my time, I will not give them a dime in the future, they are not the only bookie in town.Don't waste your time like me, their APP is CRAP !!!",1
2022-04-16,Online slots pay out nothing regardless how much you put into them. Odds on football are lower then the other site i use aswell. Not very good at all.,1
2022-04-15,Worst and slowest customer service i have ever had the misfortune to deal with!,1
2022-04-15,"They don't Pay out on winning bets,had a winning bet settled as a loss..Brando the Agent couldn't do anything as I needed to speak to a Boss so what's the point of him being there..Loads of other Book Makers avoid William Hill",1
2022-04-14,THE BIGGEST AND THE WORST!!!It's disgraceful that the largest bookmakers treat the very people who have made them rich with absolute dis respect. They have the lowest and slowest payouts and no customer services.If you are daft enough to give them 1 penny after reading these reviews then go ahead and throw your money away,1
2022-04-14,Stay away from the slots never win anything ever,1
2022-04-14,Absolutely disgusting I played William hill megaways were I triggered the bounce i got ( 12 free spins ×30 multiplayer ) and not reserved them i spoke to customer service were she said i can see you triggered the bounce and not reserved and it wasn't added to you game I will pass this on to are technical team I hat to wait for 3 weeks of constantly asking for my bounce gess what... ye I got nothing even though Angela from customer service could see I never reserved it I was fobed off every time I speak to someone all I got as a good will jester was 10 free spins ..I played 20p a go ( my bounce ther for could of been off first spin LETS say I won 30p × that by 30 exactly and I should of had 12 free spins ×30 multiplayer william hill just rip you off and fob you off.,1
2022-04-13,I think it's very unprofessional to not respond to negative reviews since for customers it's practically impossible to speak to someone. These games on your bingo and Vegas platforms are way below the average RTP on all of them . I played 528 spins at 25p a spin with 1 feature paying 1 pounds then used a different browser and different server spinnned 528 spins again exact outcome . How is this explained it can't be . This is not fair gameplay and does need to be addressed by the powers at be . Goodness knows how much customers are being fraudulently being robbed off on higher stakes thinking these games are checked and verified and playing on correct RTP and rng,1
2022-04-13,"Don't place bets based on any information they give. Put a 4-fold on for £450, one of the games was 0-2 and I placed a bet for over 2.5 and 5 minutes later the game was suspended which lasted for about 30 minutes and when it was fixed the score was 0-1 and after 2 minutes the game was suspended again. Asked if they could void the game from my betslip as I wouldn't have placed the bet had I known only 1 goal had been scored to which their reply was basically that they don't do that and they are not obligated to give you correct information",1
2022-04-12,The fact that No one cares about you and zero response is actually great. Let's hope they Poff  enough people off so eventually this absolute joke of a company closes down once and for all. They have been taking the P for way to long now. Absolute trash customer service run by bots and no managers to talk to. If you complain they ban you! I cannot wait for the online sites to close just like their grubby highstreet shops.  They know they are going down so also avoid mr green because its run by the same company.,1
2022-04-12,"If you encounter issues with your online account, their web chat system is shocking, they take an eternity to reply and I found myself contacting them on three separate occasions which equated to a few HOURS. On each occasion they advised me that they would email me back, which never happened.I also tried to email them through their support email address, however all communication is rejected with an automated response.Absolutely disgusted with their service. Without customers you will not have a business!You only have to look at the reviews posted here, we can’t all be wrong.The common decency of a response should always happen. Probably finished with online betting, but after 50 years of betting with WH, you no longer deserve my betting stakes in the future.",1
2022-04-11,"I have been a credit account customer for over 50 years, always paid my account on time and never ever had a problem until now.They contacted me and told me they weren’t continuing with credit account customers anymore and unless I paid them the money that was outstanding for my ante post bets they would refuse my bets In the future.I explained that with ante post bets one doesn’t settle until the competition is over, that has always been the rules and that was the rule when they accepted my bets.So we are at a stand off because I refused to pay the stake as the competition (Champions League) doesn’t end until May, whereupon, win or lose I will settle.So there is a £400 bet open. They have now had the cheek to do a hard credit search on me.This is the reward for showing over 50 years of loyalty to them. What a disgusting way to treat a loyal and genuine customer.",1
2022-04-11,"I bet £20 each way at 10-1 on Any Second Now in the Grand National. The horse came second. My return? £20. Including the stake! How do they work that out?!!! Their complaints procedure is an online chat with a robot. When you finally get through to a human you just wish you were chatting with the robot again, the service is that poor. Online gambling is manna from heaven for William Hill, as it earns them even more money by scamming the punters.",1
2022-04-11,Have been a regular on bingo for years with William Hill. Never win much but love the chat rooms. If you say anything out of order you get 3 warnings and then suspended for a few days. On Friday someone completely out of the blue berated me. The chat host ignored the harassment I received to my disappointment.  Tonight I asked the same chat host why he didn't step in and issue a warning? He laffed and said I do nothing on the last hour of my shift? Glad the NHS staff don't take the same attitude and you CM Lionel and yes I will be taking this further!,1
2022-04-10,refused to payout even though I had been a loyal customer of 34 years...now I have to get a solicitor involved to get my winnings ..not sure what has happened to this company?,1
2022-04-10,If I could of given it zero stars I would of! Not a single payout after depositing around £250 in a month and not even a £10 win! Totally rigged and will not be using William hill anymore. I know it’s a risk you take if you gamble but not to win even £10 after depositing best part of £250 is a pisstake if you ask me!,1
2022-04-10,Excluded me from the bonus drop no explanation,1
2022-04-10,I am very disappointed from William Hill. I opened an account 2 months ago I put money on the account but they were sending me messages that they couldn't verified my documents although I had sent everything they asked. So cause I was tired of this situation I decided to to withdraw my money back from the same account I put it them. And guess what they are not giving me my money cause they can't verify my documents. I was trying to contact them and asking them to provide me the address of their offices so I can go and show them my documents and to explain me what's the problem and they refused giving it to me. I am so disappointed because probably it's a scam. I wouldn't recommend it to anyone.,1
2022-04-10,Shocking all round. Bonuses are rubbish. Customer service always automated rubbish. Gameplay is bad. Many play for entertainment but you dont get play time as wins are rare and low at best.,1
2022-04-10,"I have never had an account with them, but yesterday I received an email welcoming me. It was obviously my email, but the username was someone else’s details.Tried replying to say not me etc, tried live chat , no one available. Clicked on a link for I did not request this, takes you to a help page where there is nothing about my problem. Did manage to force a password reset as my email, so hopefully stop any fraud. But impossible to get through to anyone. Surely under GDPR they have duty to sort this.",1
2022-04-09,"I have had a William Hill account for over 25 years and was hacked the other day. I tried to sort the issue out but the company have no live agents to talk to on the phone. Live Chat on the site is terrible as you are constantly cut off before you resolve anything.So, if you are thinking of opening up a William Hill account, you better hope you do not get any problems as trying to sort it out is a nightmare.",1
2022-04-08,Great  promotion,3
2022-04-08,William Hill Is The Best Betting Site I Have Been On. I highly recommend William Hill to everyone.,5
2022-04-08,every time i try to watch your live racing it either freezes or in some cases it repeats itself  over and over very often it doesn't show the end of the race .I usually have to resort to the radio report to get any sense .I think you should revue your IT servers and put it right,3
2022-04-08,Website is fine but my only complaint is lateness of best odds guaranteed. If they were available the previous evening i would donate a lot more money to William Hill,4
2022-04-08,"ok plenty of small feebies etc, but very very rare to pay out anything id consider to be worthy,",4
2022-04-08,"Excellent website, many good offers and swift service",5
2022-04-07,Out of all the bookies i use and know of some are better for somethings than others but William hill seem to very good on giveaways although on that subject it still could be better. They used to give freespins @ 60p but now 10p that aint good enough to be honest hopefully they can ammend it,5
2022-04-07,I enjoy betting with William Hill. They look out alot for they customer. Great job,5
2022-04-07,I love William Hill usually it is easy to place a bet but I am having trouble at the moment to actually tap on to place a bet as it will not go. There is money in the account but it will not accept it.I am frustrated as I love betting with you,3
2022-04-07,"William Hill is simply the best betting company in the UK, Online Skybet run them very close but Hills lead that field too. I have had 2 bad experiences with Hills in 20 years and if I had this email to write this yesterday it would be one issue",5
2022-04-07,"Date of experience: April 07, 2022",5
2022-04-07,"Good betting site, easy to use online, generous free bets and booster bets, their correct scores odds are not very competitive or their draw odds could improve, I remember the days when you could get 60-1 for any type three draws, but still a good betting site, each way odds should be back to 25% for eight or more runners.",4
2022-04-07,"Date of experience: April 07, 2022",5
2022-04-07,"I think WH is generous with their promotions and occasional free bet, you don't get this elsewhere.",4
2022-04-07,Good site app sometimes crashes but over all not to bad,4
2022-04-07,Love the gamesLove the free betsEasy to use,5
2022-04-07,Loved it  but now I hate it. Just because I changed my address suddenly I need to verify my identity which I can't cuz I haven't recieved a single proof of document that proves my new address. So I haven't been able to use my account for a month now.,1
2022-04-07,Generally a decent website easy to navigateExcellent level of customer promotionsPrices offered are at least as good as the oppositionCash out facilities are the worst of the major bookiesOften betting is closed before the race has started,4
2022-04-07,did not get the proper odds on a pay out and could not find anybody decent to talk to my horse won at 20/1 paid out 9/1,2
2022-04-06,"More loyalty bonus. Not just once a week on accumulaters. Based on number of bets. Or stake instead.  There is no extra bonus for placing bets. I could place qualifying bet by the Monday , Tuesday and have to wait week for a fiver. So better off placing next bets with another bookmaker to qualify for theirs as well rather than yours .",2
2022-04-06,You have issues with all sites but this is one of the best around,4
2022-04-06,"Don’t use the site often. Placed two bets today, one with bet boost one without. Get email later saying I’m no longer eligible for offers! Why offer a bet boost if they don’t won’t customers to use them? Not sure what else I could have done to upset them - I’ve hardly been abusing the offers!",2
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,"An easy to use site, some okay promotions but I have been using this site for months and never once win on the bonus drop free game.",4
2022-04-06,"I find William hill to be at the top of my bookies list , great odds plenty of chances for free bets , can't fault them",5
2022-04-06,"Great betting app where you win on free spins, bonus drop, no hassle set limits and reminders. I am not a gambling person but suits me for all football accumulators.",5
2022-04-06,"Stake unit 1p so have many bets without losing lots of cash especially horse racing, footie :)",4
2022-04-06,Min deposit £10 puts most people off!  Usually play a free game n after u play it still says its available to play again when its NOT! Scratch of the day I've never won and is a complete waste of my time n effort. Only plus points are fast withdrawals.,2
2022-04-06,Love the app good clear Web site good promotions,5
2022-04-06,Not bad worth down loading,4
2022-04-06,Very good games easy to play safe to play,4
2022-04-06,I had a winner 7/1 a rule 4 was given online. It deducted 45p in the pound. Only one horse was a none runner and it was 25/1. WH rules state rule 4 does not apply if none runner 14/1 or above. The customer service girl was so rude it was unbelievable when i said i was going to complain she froze my account.Truly terrible customer service,1
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,Is good 👍🏿 Samtime I’m really need help and William hill help with win thanks,5
2022-04-06,"Keeps on asking me to upload docs, despite having done so when signing up & then 2 yrs later, told me that would be last time,  have blocked my card, then are asking again, have removed my money & will delete my account.",1
2022-04-06,Good service and prompt payment system. I enjoy the service without being overwhelmed and see you for Grand national and football before then.,5
2022-04-06,Website is very good. Good promotions. Fair prices.,4
2022-04-06,"I find the betting app very easy to understand, and they regularly offer great odds and free bets.",5
2022-04-06,Better than most sites for rewards and loyalty. BOGs always given on races not like Skybet.,5
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,Easy to use. Great odds. The bonus could be better but I'm happy with William Hill. I won't be leaving them ever,5
2022-04-06,"+ Good odds , easy to navigate around the site, lots of different bet options on the football menu .Good promotion s that actually pay you with real cash .- only 1 negative is the bonus drop promotion, even if you get a win you will have to pay money in to receive any bonus ( does not make sense ? ) But apart fro. That all other promotions are positive",4
2022-04-06,"Another profitable month.Thank you W.H.Only £97 but...it,s a profit.",5
2022-04-06,The best gambling app I've tried and Ive tried them all 10/10,5
2022-04-06,William Hill suits my betting needs their cash in is brilliant and the winnings are transferred in to my bank very quickly their prices are really good compared to other bookies.,5
2022-04-06,Busy month with Cheltenham to the fore. Fair few bets made and a couple ofWins keeps you smiling . Got a few freebets via the scratch of the day . All in all the app performed well and had a thoroughly enjoyable March . Keep up the offers and I’ll be happy,4
2022-04-06,Great win the other day 5 pound turned into 1.400 pound well happy 😁,5
2022-04-06,Decent amount of offers. Scratch of the day gives a chance every day to boost odds or have a free bet. Competitive prices generally.,4
2022-04-06,I have used William Hill now for many years.  There web site is easy to use and I have never had any problems with settling and their speed of settling bets is excellent.,5
2022-04-06,"Pretty fair, pay out straight away, could be better perks, but one of the better sites",4
2022-04-06,Not a bad site apart from the refreshing when your trying to put a bet on the roulette and you only get half your money on and lose,4
2022-04-06,One of the worst sites I ever been on you are just so bad at most thing. I have asked so many time for someone just to ring me but you might as well talk to  the wall,1
2022-04-06,Impressive customer services provided. Generous free bets and bet boosters. Competitive odds with Best Odds Gurantee occasionally provided. Easy to use website interface.,5
2022-04-06,"I use William Hill solely for betting, mostly on horses but occasionally on other Sports. I find it an easy to use site and the bet boosts, odds, extra places etc compare well with other sites. My only complaint is understanding why some deductions are made. Each Way payouts on golf are not as simple as it seems and trying to get an answer to a question is almost impossible but that is the same as other sites from my experience",4
2022-04-06,"Good app, easy to understand than other betting shops...👍",4
2022-04-06,"I find William hill, Fair and competitive. Website is very easy to use, customer services are very helpful and professional. In shop staff are friendly polite and extremely helpful. Keep up the good work.",5
2022-04-06,Good promotions helped me towards a monthly profit.,5
2022-04-06,"William Hill is a fantastic bookie, website is well laid out, super easy to navigate, offers are excellent.",5
2022-04-06,"Enjoying in promotions ,betting with William Hill is more pleasure than gambling.",5
2022-04-06,Started well but fell behind the rest after a reasonable period of time. Selective in when and who it gives promotion offers so I am selective in whether I use them in future,3
2022-04-06,Cannot fault William hill fast payout great bonuses trouble is they have doctored the slots to much I used to win quite a lot of money but very hard to win a decent amount now said that still best bookies in my eyes 🐎🐎,5
2022-04-06,Good games good offers all the time brilliant,4
2022-04-06,I've found WH to be pretty good overall.I don't really play slots so just use them for sports bets.Love the acca insurance offer.The Daily Scratch is a complete waste of time and i hate the way it pops up whenever you log in. I haven't won a thing off it in over 6 months. The Bonus Drop is a bit of fun and i've done ok from that. Some decent sports offers here and there.,4
2022-04-06,Can't complain about my online betting and William Hill have been the only one I'm interested in working with.,5
2022-04-06,very good bonuses and good odds on most bets,5
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,Not to bad wish could have more wins more free spend alot to get cash bonus of 2quid what point cando nothing while that could give bigger cash more free not get enough for your money from these guys,5
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,"The site is ok but the one thing that is really bad is Bonus Drop. You either continually lose (ball goes in an X) or if it goes on a win, you have a 40x wagering, so if you happen to somehow win £10 you have to stake £400 before you can withdraw any winnings!That said, if you're just doing accas etc, it's like most of the other betting sites.",3
2022-04-06,"Date of experience: April 06, 2022",5
2022-04-06,Fantastic enjoy myself only thing I do not seem to win anything like you used to do on bonus drop .or scratch of the day,5
2022-04-06,William Hill excellent customer service offers and value.... 5 Stars.....,5
2022-04-06,Good service & my betting is enjoyable.😎,5
2022-04-05,"Appalling underhand methods. Deposited money on 4 occasions, eventually had a reason to withdraw - ... personal information NOW required! Upload to site in specific format. Ok? Sorry, more ID required. Bank statements too - via Screenshot only. Avoid if you are not IT savvy, avoid if you don't want private documents made available to all.",1
2022-04-04,Fake games and never win here. Slots are rare wins but the worst is the evolution games. They are all fake and the spinning wheel is ran by a motor. Google crazy time broken and you will see the wheel spin without aid. Watched 30 spins not hit any 1 in 6 chance then it did it again straight away. So 60+ rolls of a dice without hitting a number. When I complained they told me it’s real and completely genuine. Liars liars liars,1
2022-04-04,"I primarily use the sportsbook, not a slots/casino player. I actually like their product. I do not rate their customer service.I personally made a mistake in not checking my betslip, it turned out that due to an odds fluctuation, the order changed as I prompted the betslip and in a rush I confirmed the transaction. Watched and cheered the horse I thought i had bet win only to frustratingly find out I had bet another horse.I contacted WH customer services an hour later, I only wanted clarification that the order of the horses changed according to the sequence of the odds. I was initially communicating with someone that showed some sympathy for my situation but unfortunately due to the nature of their chat system (it's not live) we were disconnected. I reconnected to an extremely abrupt individual who misinterpreted the scenario and was extremely abrasive in her communication. After asking for a live chat transcript, it came to my attention that she was suggesting, when handing over to a supervisor, that I had felt deceived by their system. This was never stated by myself during the interaction (I subsequently turned down financial offers). I simply contacted them to better understand their system and for some odds information to put my mind at rest. At no point did I ever suggest that William Hill were liable, for anything!What's more, I was told on several occasions (by supervisors) that the order wouldn't change. Despite producing video evidence to the contrary, they maintained their position over several communications. I eventually received an insincere apology and closure of my dispute, with no chance of recourse.Quite incredible that a customer service operation can get this so wrong. I was accused of wanting compensation despite never asking for it, lied to on many occasions (I have retained all communications) and treated with utter contempt. This because they misinterpreted the enquiry and adopted an extremely defensive position from the outset. By the way, this is not the first time it has occurred. There was a dispute over the settlement of a bet, evidence was produced, I was told ""you will not ever be paid out"". I temporarily closed my account only to find some months later that I was indeed paid out... couldn't make it up.",1
2022-04-04,I won £350 on 20p spins on virgin slots after hitting bonus spins. Wllliam hill is an absolute joke I’ve spent a few hundred quid over my time playing here and the bonus spins are an absolute joke paying very little with one bonus spin paying 96 pence at 40p a spin. Many of the other bonus win spins I’ve had haven’t been that far behind either. It’s almost like the slots are rigged to pay out very little. All I can say is keep your money and don’t give it to these rats it’s not a fair game here. Also if you want to bet on sports then you can’t beat betfair for odds as these crooks give very little and considering it’s a competitive market I can’t understand anyone wagering here as you can get much higher odds elsewhere.,1
2022-04-03,DO NOT DO ANY FOOTBALL BETS ON HERE COMPLETE SCAM I HAD A BET BUILDER ON CELTIC VS RANGERS THEY SETTLED MY BET AS LOSS WHEN CELTIC WON REFUSED TO PAY ME OUT ABSOLUTE ROBBING B*******,1
2022-04-03,"These clowns need to research and learn what 'in the interest of fairness means' how have they not been taken to court??Odds changing constantly, conveniently suspending cash out and then there's the bonus drop which is clearly rigged as myself and many others aint won anything on 8t since last yearThe token even lands on the same x and then the same message appearsUnlucky this time but why not try...Unlucky all the time as we are thieves would be accurate",1
2022-04-02,"Wouldn’t it give this site 1 star but had to, site has gone down hill. Play the slots and the past few weeks it’s been awful when a bonus finally does come in gives you dead spins so you win noting or gives you about £2 of them but ye you spend about £100 or more on it trying to get a bonus, I’ve had some pretty good wins over the years of playing and I know you  can’t win it all it’s just the luck of the game that’s why it’s gambling but how awful it has been the past few weeks am contemplating on shutting down my account for good",1
2022-04-01,"Several hundreds of ££'s on the same game to finally get a bonus & it gives me £13....what a joke! I'm down approximately £18,000 on WH over the years, never had a really decent win, definitely won higher awards & lost less overall on other sites. Such a shame as WH has a good selection of slots that I enjoyed playing.Update: Like a fool, I keep playing. £100's again on 1 game & no bonus, some games need looking into, especially Eye of Horus, WH is a joke now, I don't know how they get away with it!Another Update: Joke, the slots are an absolute joke! several £100's on yet another game & it goes straight through, not a single bonus. I honestly wish I never closed my Betfred account, at least I won big a few times on slots in there. Slots definitely need looking into on WH, nobody can be THAT unlucky on most of the games! Another £160 straight through (& I mean STRAIGHT THROUGH) on slots, I honestly don't know how they get away with it. Has William Hill changed hands or something, they're absolute rubbish. If I have no returns by end of the year (3 weeks) I will close my account completely, they are legally robbing folk!!!!!!",1
2022-04-01,"Sad, this site is only about scam they customers.. Today tried few diferent games, made over 300 spins with 50p on each one. But free spins and wins bigger than 10x never showed up :D So i am glad that i have filmed video with sound glitches in game it feel like it restarting again and again. I never had expierence like this. Also we counted percentages of wining, tried other sites and only WilliamHill and PaddyPower do same scam if you bet over 50p forget to win over 10x. So i can say there is 1000% that they using something to scam and avoid give people chance to win. I think this video 1000% will prove that here is something suspicious and government will close this and help us kick that rats asses 🤘",1
2022-03-31,I have played live William Hill Roulette for 3 or 4 years now but over the last few days as an example after I have paced my bets £30 first dozen £30 second dozen my bet was moved without me touching anything as the wheel started moving to third dozen instead of first dozen and of which first dozen won.This has happened numerous times of which has probably cost me around £400 over last few days of which William Hills denied any issues their side? But I am afraid they are the ones deliberately moving my bets to losing ones! Never go on William Hill roulette but after a while you will think has someone spiked me or what!!!,1
2022-03-31,"I am 78 years old & have bet with William Hill for many years. Last night I tried as usual to withdraw my small winnings & got a message saying that I couldn't. I tried their Live Chat, emails etc. Phoned their H/O all without success.I have spent several hours today having been told they need various docs,all were sent ,still no joy.My blood pressure monitor has risen .i still can't speak to a human being or get any satisfaction.Atrocious service from a leading Company-disgusted.4days on & still unable to withdraw MY money. I spoke to a nice Lady today at Hills head office who said that the problem was NOT uncommon & that she would kindly email the relevant dept to investigate & correct the problem for which she apologised.Watch this space.",1
2022-03-30,"Had a bet in a whill shop betting machine on Austalian rugby league team South Sydney Rabbitahs. The bet won, and the top half of the slip was correct, but because the bottom half of the receipt  incorrectly said South Sydney Roosters, of which there is no such team, they voided it. So I phoned the number to ask for it to be reviewed and the lady said someone would phone back. No one ever phoned me back and when I got my mobile bill there was a £9.99 bill for a service charge to their number. So lost £200.00 on the bet and another £9.99 on top.",1
2022-03-27,"I have had an account for over a year. I haven't had any problems until recently. I make deposits every month. Sometimes I end up winning and others I lose. Where my problem is, is the gaming side off williamhill. I regularly win or get offered free spins, which I obviously accept. But after william hill realised I am up by over £300 (not alot but to some people it is!)  They have proceeded to ""restrict"" my account. This means I can't take advantage of ANY gaming promotions. So because I am going to make money in the long term from promotions, I am no longer able to use them. Apparently some companies do this alot to ensure that the house does always win",1
2022-03-29,"The previous review is exactly the same as my experience:' dealing with a company like this.......'I made a bet and won and William Hill have refused verify my account for now given reason.  I am unable to withdraw my winnings.I have done everything William Hill have asked of me, but I continue to receive the same generic email that is not based in reality with no clear instruction.I would avoid this company.  I will update this review if anything changes and give credit where credit is due.",1
2022-03-28,"When dealing with a company like this, you always have to question the intelligence and mentality of the workforce. They are probably low paid, and obviously don't have the decency to care about customers. You might expect to experience dealing with one person who has an incredibly low IQ, but I was misfortunate enough to have to deal with many.Before even being able to play, I was asked to verify my account. I provided the documents, but was asked multiple times to do it again without any clear explanation as to what was wrong. After weeks of trying and waiting, they contacted me to say my account had been verified and was now active. Even though I was able to login to the main section, I wasn't able to login to the play window. It said my account hadn't been verified. I contacted staff again, only to be told with a simple message that my account is now verified. When I tried again, of course it wasn't. I tried and contacted them multiple times but got the same generic answer. Logically, if I'm emailing them multiple times to say I don't have access, then I probably don't. Even long explanations from me were met with the same low grade reply of 'your account is now verified'. Well, obviously it wasn't, otherwise I wouldn't have kept emailing. They made no attempt to check and understand the problem. Instead of looking into it, they just decided to block all access. What utterly bizarre behaviour. So, even though I made a lot of effort and spent weeks waiting, they decided to block me because they don't have the intellect to check whether they fully verified my account.I'm not sure what kind of business strategy they have. It seems that they hate the customers they have, and don't really care about attracting new ones.  Why would you waste someone's time and say it's verified when it isn't? Managers at a normal company would fire such incompetent people, but I suspect not many people wish to work for them. They are stuck with the lowest form of simpletons for employees. I've genuinely never come across so many stupid people. It's of real concern that such people are free in society. There seems to be no way to complain or ask anyone to do such a simple thing as open an account. I was very polite despite being messed around for so long. All I wanted was to start playing after they told me I had been verified. It's not  a major crime. It's probably a relief, because had I won I'm sure I wouldn't have been able to withdraw the money. I'm not sure if there is a reason for anyone to play roulette online, because you will probably never see any wins. If they stumbled over opening my account for weeks, then they will likely block you from withdrawing.I suspect that most of the positive reviews are fake, because the staff seem to be unpleasant and ill-educated. Even if you can play, you likely won't see your money again.",1
2022-03-28,"Always found their customer service very good and efficient to deal with, never had any issues on the site and plenty of regular offers. I bet almost exclusively on horse racing.",5
2022-03-28,William hills SLOTS not good. Played a lot of all the rest on there and they are good.  its just there slots apart from that Willaim hills is the best for all the sports bets 5 stars for sports bets,2
2022-03-26,"Date of experience: March 26, 2022",4
2022-03-25,"Absolutely rubbish site doesn’t load properly, cuts off while playing wouldn’t recommend, the site has gone downhill fast",1
2022-03-23,"Please stay away from this site, you have no chance of winning, all I'm saying is they are absolute scumbags who don't care about their customers,I really hope whoever is in charge has a slow painful death, and I mean that it's obvious every game is rigged, you are absolute scumbags",1
2022-03-22,"William Hill are refusing to pay out the money on my account, keep asking for same document which paypal themselves have confirmed doesn't exist and everytime email William Hill they send back same robotic response to make it worse lately their not even responding, I honestly believed William Hill were a top tier bookie but honestly their shameful, please take my advice and go too Paddy Power or Bet365. Those 5 star reviews are fake also",1
2022-03-22,Much improved. Fast & strong site. Great promotions!!,5
2022-03-22,"Nobody like them , i have deposit aroud 7000£  in 3 weeks from december till January , after that they put limits to be 3000 and after that they ask for documents like payslips, statements, p45 wich i provide them , after almost 2 months since I provided all the documents and waiting for an answer they send an email that told me “ In line with our Terms and Conditions, a decision has been made that your account will not be reactivated.” So go ahead and open account to them , because i’m not the only one who’s been in this situation with them and if u want to loose something better give it to charity no to this scums.",1
2022-03-21,Impossible to win from WH casino . If you want to lose your money best place to play. Greedy and fraudulent company .,1
2022-03-21,Best casino I’ve ever spent money on!!. Every other site I’ve played seem to scam you in some way but WilliamHill hands down is the only casino I would ever recommend to friends and has to be the fairest casino I’ve come across so far and I’ve played nearly all of them…,5
